datetime_mst,vehicleId,speed,latitude,longitude,altitude,heading,vibration
2022-10-03 15:14:54,TK544,12.499104499816895,50.202522,-114.899704,1745,263,4.099999904632568
2022-10-03 15:14:54,TK669,15.43610954284668,50.201660,-114.900230,1748,318,4
2022-10-03 15:14:54,TK542,5.072807312011719,50.203150,-114.902170,1760,325,2.4000000953674316
2022-10-03 15:14:54,L17755,4.811760425567627,50.201390,-114.900250,1748,46,4.599999904632568
2022-10-03 15:14:55,TK669,15.494100570678711,50.201690,-114.900270,1749,319,6.099999904632568
2022-10-03 15:14:55,TK544,12.91938591003418,50.202520,-114.899770,1745,266,2.799999952316284
2022-10-03 15:14:55,TK542,3.9938912391662598,50.203163,-114.902176,1760,325,6.5
2022-10-03 15:14:55,L17755,4.711050987243652,50.201400,-114.900240,1748,43,6.900000095367432
2022-10-03 15:14:56,TK669,15.427921295166016,50.201720,-114.900314,1749,319,2.9000000953674316
2022-10-03 15:14:56,TK544,13.147099494934082,50.202520,-114.899826,1746,268,4.5
2022-10-03 15:14:56,TK542,0,50.203167,-114.902180,1760,326,9.899999618530273
2022-10-03 15:14:57,L17755,5.351784706115723,50.201412,-114.900220,1748,42,3.5
2022-10-03 15:14:57,TK542,0.38939952850341797,50.203163,-114.902176,1760,326,12
2022-10-03 15:14:57,TK669,15.639503479003906,50.201756,-114.900360,1749,320,2.200000047683716
2022-10-03 15:14:57,TK544,13.608047485351562,50.202520,-114.899880,1746,269,3.700000047683716
2022-10-03 15:14:58,L17755,6.9211812019348145,50.201427,-114.900210,1748,38,5.099999904632568
2022-10-03 15:14:58,TK542,0,50.203160,-114.902176,1760,326,7.599999904632568
2022-10-03 15:14:58,TK669,15.694761276245117,50.201790,-114.900400,1749,320,3.4000000953674316
2022-10-03 15:14:58,TK544,13.60876178741455,50.202520,-114.899940,1746,270,3.200000047683716
2022-10-03 15:14:59,L17755,8.461915016174316,50.201450,-114.900185,1748,29,4.800000190734863
2022-10-03 15:14:59,TK669,15.777900695800781,50.201820,-114.900440,1749,320,2.700000047683716
2022-10-03 15:14:59,TK544,13.758783340454102,50.202520,-114.899994,1746,271,4.800000190734863
2022-10-03 15:15:00,L17755,9.585604667663574,50.201480,-114.900170,1748,18,5.199999809265137
2022-10-03 15:15:00,L19733,13.446855545043945,50.202587,-114.898920,1737,260,7
2022-10-03 15:15:00,TK669,15.73216438293457,50.201855,-114.900480,1749,320,3.5
2022-10-03 15:15:00,TK544,13.477901458740234,50.202522,-114.900050,1747,272,3.700000047683716
2022-10-03 15:15:01,L17755,10.270100593566895,50.201508,-114.900170,1748,7,6.900000095367432
2022-10-03 15:15:01,L19733,10.055928230285645,50.202583,-114.898960,1738,259,5.099999904632568
2022-10-03 15:15:01,TK669,16.175580978393555,50.201885,-114.900520,1750,320,2.4000000953674316
2022-10-03 15:15:01,TK544,12.80234146118164,50.202522,-114.900100,1747,273,1.899999976158142
2022-10-03 15:15:02,L17755,10.846101760864258,50.201538,-114.900170,1748,357,8.699999809265137
2022-10-03 15:15:02,L19733,7.9017333984375,50.202580,-114.898990,1738,259,6.900000095367432
2022-10-03 15:15:02,TK669,16.563325881958008,50.201920,-114.900566,1750,321,3.5999999046325684
2022-10-03 15:15:02,TK544,11.949939727783203,50.202526,-114.900150,1747,274,4.300000190734863
2022-10-03 15:15:03,L17755,11.587862968444824,50.201572,-114.900185,1748,345,11.300000190734863
2022-10-03 15:15:03,L19733,6.391901016235352,50.202580,-114.899010,1738,260,9.399999618530273
2022-10-03 15:15:03,TK669,16.51270294189453,50.201954,-114.900610,1750,321,4
2022-10-03 15:15:03,TK544,10.652229309082031,50.202530,-114.900190,1747,274,2.5999999046325684
2022-10-03 15:15:04,L17755,11.902941703796387,50.201600,-114.900210,1748,335,6.300000190734863
2022-10-03 15:15:04,L19733,8.220779418945312,50.202576,-114.899040,1739,260,3.9000000953674316
2022-10-03 15:15:04,TK669,15.962661743164062,50.201990,-114.900660,1750,320,4.900000095367432
2022-10-03 15:15:05,TK544,9.71933364868164,50.202530,-114.900240,1748,274,2.299999952316284
2022-10-03 15:15:05,L17755,12.150839805603027,50.201630,-114.900230,1749,329,3.4000000953674316
2022-10-03 15:15:05,L19733,11.055517196655273,50.202568,-114.899090,1739,260,5.300000190734863
2022-10-03 15:15:06,TK669,16.183391571044922,50.202026,-114.900700,1751,320,3.799999952316284
2022-10-03 15:15:06,TK544,8.562325477600098,50.202534,-114.900270,1748,275,4
2022-10-03 15:15:06,TK582,0,50.204277,-114.902450,1767,25,0.30000001192092896
2022-10-03 15:15:06,L17755,12.46686840057373,50.201664,-114.900260,1749,328,3.700000047683716
2022-10-03 15:15:06,L19733,13.594945907592773,50.202564,-114.899155,1739,261,5.300000190734863
2022-10-03 15:15:07,TK669,16.263277053833008,50.202060,-114.900750,1751,319,4.199999809265137
2022-10-03 15:15:07,TK544,8.27859115600586,50.202534,-114.900310,1748,275,3.5999999046325684
2022-10-03 15:15:08,L17755,12.832270622253418,50.201694,-114.900290,1749,325,5.199999809265137
2022-10-03 15:15:08,L19733,14.377753257751465,50.202557,-114.899216,1740,261,8.5
2022-10-03 15:15:08,TK669,14.939653396606445,50.202090,-114.900790,1751,319,3.5
2022-10-03 15:15:08,TK544,8.751258850097656,50.202538,-114.900345,1748,275,6.099999904632568
2022-10-03 15:15:09,L19733,15.16318130493164,50.202550,-114.899280,1740,260,12.899999618530273
2022-10-03 15:15:09,L17755,13.638869285583496,50.201725,-114.900320,1749,324,3.5999999046325684
2022-10-03 15:15:09,TK669,13.201991081237793,50.202114,-114.900820,1751,319,10.699999809265137
2022-10-03 15:15:09,TK544,9.184728622436523,50.202538,-114.900380,1749,275,3.5
2022-10-03 15:15:10,L19733,15.563703536987305,50.202540,-114.899345,1741,261,9.699999809265137
2022-10-03 15:15:10,L17755,14.25640869140625,50.201760,-114.900360,1749,322,2.200000047683716
2022-10-03 15:15:10,TK669,11.261326789855957,50.202140,-114.900856,1751,319,11.100000381469727
2022-10-03 15:15:10,TK544,9.299225807189941,50.202540,-114.900420,1749,275,2.200000047683716
2022-10-03 15:15:11,L19733,15.838895797729492,50.202534,-114.899414,1741,259,12.600000381469727
2022-10-03 15:15:11,L17755,15.136619567871094,50.201790,-114.900406,1749,322,2.700000047683716
2022-10-03 15:15:11,TK669,10.200458526611328,50.202160,-114.900880,1752,320,9.699999809265137
2022-10-03 15:15:11,TK544,9.231315612792969,50.202545,-114.900460,1749,276,6.300000190734863
2022-10-03 15:15:12,L17755,17.799625396728516,50.201830,-114.900444,1749,323,5.099999904632568
2022-10-03 15:15:12,L19733,13.334829330444336,50.202530,-114.899475,1742,261,3.799999952316284
2022-10-03 15:15:12,TK669,8.564142227172852,50.202175,-114.900900,1752,320,3.5999999046325684
2022-10-03 15:15:12,TK544,8.404284477233887,50.202545,-114.900490,1749,276,5.699999809265137
2022-10-03 15:15:13,L17755,19.281017303466797,50.201874,-114.900490,1750,325,5.199999809265137
2022-10-03 15:15:13,L19733,10.294363975524902,50.202526,-114.899510,1742,261,3.700000047683716
2022-10-03 15:15:13,TK669,8.832627296447754,50.202194,-114.900925,1752,321,5.800000190734863
2022-10-03 15:15:14,TK544,7.497859001159668,50.202550,-114.900520,1750,276,3.799999952316284
2022-10-03 15:15:14,L19733,8.227555274963379,50.202522,-114.899536,1742,261,4
2022-10-03 15:15:14,L17755,18.721384048461914,50.201916,-114.900536,1750,328,7.199999809265137
2022-10-03 15:15:14,TK669,8.472858428955078,50.202213,-114.900950,1752,321,4.400000095367432
2022-10-03 15:15:15,TK544,6.197962284088135,50.202553,-114.900560,1750,276,1.7999999523162842
2022-10-03 15:15:15,L19733,6.913874626159668,50.202522,-114.899570,1742,261,4.900000095367432
2022-10-03 15:15:15,L17755,17.182109832763672,50.201946,-114.900560,1750,328,4.599999904632568
2022-10-03 15:15:15,TK669,8.506519317626953,50.202232,-114.900970,1752,321,5.599999904632568
2022-10-03 15:15:16,TK544,5.255753517150879,50.202553,-114.900580,1750,277,2.700000047683716
2022-10-03 15:15:16,L19733,4.617692947387695,50.202520,-114.899580,1743,261,1.7000000476837158
2022-10-03 15:15:16,L17755,16.000612258911133,50.201992,-114.900600,1750,331,5.699999809265137
2022-10-03 15:15:17,TK669,8.641875267028809,50.202250,-114.900990,1752,321,4.400000095367432
2022-10-03 15:15:17,TK544,4.429609298706055,50.202557,-114.900600,1750,277,4.400000095367432
2022-10-03 15:15:17,L19733,2.6882143020629883,50.202520,-114.899590,1743,261,2.9000000953674316
